n_samples,n_dims,n_exps,labeled_unlabeled_ratio,pseudo_label,temp,lr_mean_bias,ppi_mean_bias,lr_std_bias,ppi_std_bias,lr_max_bias,ppi_max_bias,lr_min_bias,ppi_min_bias,lr_variance,ppi_variance,lr_avg_var,ppi_avg_var
10000,10,1000,0.3,True,1.0,0.0038169569176186658,0.014613779793601938,0.041293647788586886,0.07269772019876282,0.12705285179090206,0.3465304442232975,-0.12275187352770649,-0.2534137823553946,0.0017051653476878664,0.0052849585220976075,0.0008399221073639698,0.004871191215076514
